S/N,STATE,LGA,REGISTRATION AREA,POLLING UNIT,DELIMITATION,TOTAL
274,JIGAWA,BABURA,JIGAWA,GIDAN LADE / GIDAN LADE DAKATA,17-02-07-026,283
275,JIGAWA,BABURA,JIGAWA,MAKADI NOMADIC PS,17-02-07-027,150
276,JIGAWA,BABURA,JIGAWA,GDSS JIGAWA I,17-02-07-028,60
277,JIGAWA,BABURA,JIGAWA,JIGAWA PRI. SCH. III,17-02-07-029,80
278,JIGAWA,BABURA,JIGAWA,GDSS JIGAWA II,17-02-07-030,93
279,JIGAWA,BABURA,KANYA,DANBANDO /DANBANDO,17-02-08-001,459
280,JIGAWA,BABURA,KANYA,HALADAWA PRI. SCH. / HALADAWA,17-02-08-002,649
281,JIGAWA,BABURA,KANYA,JEMAWA PRI. SCH./ JEMAWA,17-02-08-003,325
282,JIGAWA,BABURA,KANYA,JOLOWA /JOLOWA,17-02-08-004,584
283,JIGAWA,BABURA,KANYA,BALLADAR KANYA/ KANKAREN WAJE,17-02-08-005,600
284,JIGAWA,BABURA,KANYA,KANYA SPECIAL PRI. SCH. / KANYA AREWA,17-02-08-006,807
285,JIGAWA,BABURA,KANYA,J.S.S KANYA /KANYA KUDU,17-02-08-007,765
286,JIGAWA,BABURA,KANYA,J.S.S KANYA /KANYA YAMMA,17-02-08-008,750
287,JIGAWA,BABURA,KANYA,MAIZUWO/ MAIZUWO,17-02-08-009,350
288,JIGAWA,BABURA,KANYA,MUNA CIKIN GARI/MUNA GARI,17-02-08-010,552
289,JIGAWA,BABURA,KANYA,MUNAR WAJE PRI. SCH./MUNAR WAJE,17-02-08-011,877
290,JIGAWA,BABURA,KANYA,RAHA PRI. SCH. RAHAR KANAWA,17-02-08-012,771
291,JIGAWA,BABURA,KANYA,RIGARBUYA/RIGARBUYA,17-02-08-013,329
292,JIGAWA,BABURA,KANYA,UNG. DOGO PRI. SCH./ TSAMIYARKWANCE,17-02-08-014,598
293,JIGAWA,BABURA,KANYA,KANYA GANDU PRI SCH./TSILLIGIDI AREWA,17-02-08-015,801
294,JIGAWA,BABURA,KANYA,UNG. FADI/UNG. FADI. NASAMU,17-02-08-016,449
295,JIGAWA,BABURA,KANYA,KANYA WAJE PRI. SCH. / UNG. ZAKI.KEDAU,17-02-08-017,395
296,JIGAWA,BABURA,KANYA,KANYA SPECIAL PRI. SCH. / KANYA AREW,17-02-08-018,782
297,JIGAWA,BABURA,KANYA,J.S.S KANYA YAMMA II,17-02-08-019,845
298,JIGAWA,BABURA,KANYA,KANYA SPE. PRI. SCH II,17-02-08-020,55
299,JIGAWA,BABURA,KANYA,KANYA SPE. PRI. SCH III,17-02-08-021,750
300,JIGAWA,BABURA,KANYA,JSS KANYA KUDU II,17-02-08-022,50
301,JIGAWA,BABURA,KANYA,JSS KANYA YAMMA III,17-02-08-023,319
302,JIGAWA,BABURA,KANYA,MUNAR WAJE II,17-02-08-024,54
303,JIGAWA,BABURA,KANYA,RAHA PRI. SCH. RAHA KANAWA II,17-02-08-025,79
304,JIGAWA,BABURA,KANYA,JSS KANYA BABBA RGM ROAD,17-02-08-026,56
305,JIGAWA,BABURA,KANYA,DAN BABA PRI SCH,17-02-08-027,54
306,JIGAWA,BABURA,KANYA,JSS KANYA YAMMA IV,17-02-08-028,70
307,JIGAWA,BABURA,KUZUNZUMI,ADUGUL/ADUGUL,17-02-09-001,331
308,JIGAWA,BABURA,KUZUNZUMI,BURUKUM FULANI/BURUKUM FULANI,17-02-09-002,400
309,JIGAWA,BABURA,KUZUNZUMI,BURUKUM GARI/BURUKUM GARII,17-02-09-003,447
310,JIGAWA,BABURA,KUZUNZUMI,CHIKAKOSHI/CHIKAKOSHI,17-02-09-004,462
311,JIGAWA,BABURA,KUZUNZUMI,DANKARDA/DANKARDA,17-02-09-005,260
312,JIGAWA,BABURA,KUZUNZUMI,FADIBARA PRI. SCH. / FADIBARA,17-02-09-006,498
313,JIGAWA,BABURA,KUZUNZUMI,GUJUGURUN FULANI/GUJUGURUN FULANI,17-02-09-007,530
314,JIGAWA,BABURA,KUZUNZUMI,GUJUGURUN KANAWA/GUJUGURUN KANAWA,17-02-09-008,310
315,JIGAWA,BABURA,KUZUNZUMI,JIKANKANAWA/JIKANKANAWA,17-02-09-009,438
316,JIGAWA,BABURA,KUZUNZUMI,KARFAWA GARI/ KARFAWA,17-02-09-010,530
317,JIGAWA,BABURA,KUZUNZUMI,KOGGA/KOGGA,17-02-09-011,269
318,JIGAWA,BABURA,KUZUNZUMI,KUZUNZUMI PRI. SCH./KUZUNZUMI,17-02-09-012,776
319,JIGAWA,BABURA,KUZUNZUMI,MIDIRI/MIDIRIN KANAWA,17-02-09-013,347
320,JIGAWA,BABURA,KUZUNZUMI,SARKIN BAKA PRI. SCH. /SARKIN BAKA,17-02-09-014,534
321,JIGAWA,BABURA,KUZUNZUMI,SHASHATU /SHASHATU,17-02-09-015,319
322,JIGAWA,BABURA,KUZUNZUMI,KYANKYARO PRI. SCH/ KYANKYARO,17-02-09-016,504
323,JIGAWA,BABURA,KUZUNZUMI,TIMBAU FULANI/ TIMBAU,17-02-09-017,577
324,JIGAWA,BABURA,KUZUNZUMI,UNG. DINYA / UNG. DINYA,17-02-09-018,270
325,JIGAWA,BABURA,KUZUNZUMI,KUZUNZUMI PRI SCH II,17-02-09-019,59
326,JIGAWA,BABURA,KYAMBO,DANHALILI/DANHALILI,17-02-10-001,901
327,JIGAWA,BABURA,KYAMBO,DUZAU PRI. SCH/DUZAU,17-02-10-002,1252
328,JIGAWA,BABURA,KYAMBO,GATUTA/GATUTA,17-02-10-003,432
329,JIGAWA,BABURA,KYAMBO,KYAMBO GARI/KYAMBO,17-02-10-004,922
330,JIGAWA,BABURA,KYAMBO,SHANTAKE/SHANTAKE,17-02-10-005,910
331,JIGAWA,BABURA,KYAMBO,LAMINTANI PRI. SCH./ LAMIN TANI,17-02-10-006,1208
332,JIGAWA,BABURA,KYAMBO,DANHALILI    II,17-02-10-007,153
333,JIGAWA,BABURA,KYAMBO,DUZAU PRI. SCHOOL  II,17-02-10-008,65
334,JIGAWA,BABURA,KYAMBO,KYAMBO GARI  II,17-02-10-009,56
335,JIGAWA,BABURA,KYAMBO,SHANTAKE II,17-02-10-010,77
336,JIGAWA,BABURA,KYAMBO,LAMINTANI II,17-02-10-011,51
337,JIGAWA,BABURA,TAKWASA,DANAMALE FULANI/DANAMALE,17-02-11-001,674
338,JIGAWA,BABURA,TAKWASA,GAGARAWA / DANGARKUWA,17-02-11-002,562
339,JIGAWA,BABURA,TAKWASA,DANKANO/DANKANO,17-02-11-003,378
340,JIGAWA,BABURA,TAKWASA,DOGONMARKE/DOGONMARKE,17-02-11-004,488
341,JIGAWA,BABURA,TAKWASA,KAWARI/GAGEN KANAWA,17-02-11-005,404
342,JIGAWA,BABURA,TAKWASA,HAUYA PRI. SCH./ HAUYA,17-02-11-006,601
343,JIGAWA,BABURA,TAKWASA,JABIRAWAR FULANI/JABIRAWAR KANAWA,17-02-11-007,612
344,JIGAWA,BABURA,TAKWASA,KATIRJEN KANAWA/KATIRJEN FULANI,17-02-11-008,386
345,JIGAWA,BABURA,TAKWASA,KAYARDAR KANAWA/KAYARDA FULANI,17-02-11-009,398
346,JIGAWA,BABURA,TAKWASA,MANGA PRI. SCH. / MANGA,17-02-11-010,604
347,JIGAWA,BABURA,TAKWASA,MASKO PRI. SCH. / MASKON KANAWA,17-02-11-011,599
348,JIGAWA,BABURA,TAKWASA,TAKAWASA PRI.. SCH./ TAKWASA GABAS,17-02-11-012,660
349,JIGAWA,BABURA,TAKWASA,TAKWASA PRI. SCH./TAKWASA KUDU,17-02-11-013,817
350,JIGAWA,BABURA,TAKWASA,UNG.DUNA KANAWA/UNG. DUNA,17-02-11-014,396
351,JIGAWA,BABURA,TAKWASA,GAGARAWA RIJIYA,17-02-11-015,152
352,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DUTSAWA/HABUDE/KANTUDU B. RIJIYA,17-03-01-001,750
353,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DUTSAWA /G/HASSAN GUGA,17-03-01-002,970
354,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,MAGAJIN GARI/SPS.CIKI,17-03-01-003,935
355,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,KOFAR FADA/VIEW CENTRE,17-03-01-004,750
356,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,SPS WAJE/SPS WAJE,17-03-01-005,955
357,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,TUDUN MAHAUTA/KUSA DA FAMFO,17-03-01-006,750
358,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,SOCIAL WELFARE/SOCIAL WELFARE,17-03-01-007,750
359,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN MAI/KOFAR BONI,17-03-01-008,628
360,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ITAKANKI/GIDAN ALH. INUWA,17-03-01-009,708
361,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,KOFAR BAI/GIDAN IBRAHIM BAFFA,17-03-01-010,612
362,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,KOFAR BAI/GIDAN MUSA MAMSER,17-03-01-011,524
363,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,SABON GARI/SABON GARI,17-03-01-012,899
364,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DAURAWA/MAKOLE/DAURAWA,17-03-01-013,399
365,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN MAI GWARAM/GIDAN MAI GWARAM,17-03-01-014,369
366,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DAGWARA / DAGWARA,17-03-01-015,279
367,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,TUNFAFI/TUNFAFI,17-03-01-016,385
368,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ZARENAWA P.S/ZARENAWA P.S,17-03-01-017,1043
369,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,LAYIN ALHAZAI/LAYIN ALHAZAI,17-03-01-018,771
370,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,TEBURIN NUHU/ TEBURIN NUHU,17-03-01-019,858
371,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,MAKARANTAR MAKAFI/MAKARANTAR MAKAFI,17-03-01-020,750
372,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN NAGWAMMA/GIDAN NAGWAMMA,17-03-01-021,750
373,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN MAI KWAKI/GIDAN MAI KWAKI,17-03-01-022,619
374,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,MASAMAWA/KOFAR MASAMAWA,17-03-01-023,750
375,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,TSANGAYAWA/GIDAN AL RAMMA,17-03-01-024,758
376,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GURUZAWA/GIDAN NARUNGWAI,17-03-01-025,763
377,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,CHANDAN/CHANDAN P.S,17-03-01-026,742
378,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,BABUWAWA/BABUWAWA,17-03-01-027,527
379,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,S.P.S WAJE/S.P.S WAJE,17-03-01-028,815
380,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,KOFAR DANGAGARAWA FILI,17-03-01-029,750
381,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN A. ABDULSALAM FILI,17-03-01-030,1121
382,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,CHANDAN TSANGAYA,17-03-01-031,510
383,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DUTSAWA/ KANTUDU S/GARI  II,17-03-01-032,504
384,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,KASCO OFFICE B/KUDU,17-03-01-033,81
385,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIRLS ONLY PRI. SCH.,17-03-01-034,46
386,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,JIGAWA STATE LIBRARY B/KUDU,17-03-01-035,650
387,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,NURUL HUDA ISLAMIYYA SCH.,17-03-01-036,133
388,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ALI SAâ€™AD ISLAMIYYA SCH.,17-03-01-037,726
389,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,DANHAYA/ GANGARE,17-03-01-038,129
390,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,SKILLS ACQUISITION CENTRE B/KUDU,17-03-01-039,705
391,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ZARENAWA GIDAN RUWA  II.,17-03-01-040,387
392,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ZARENAWA A.S YAMMA III,17-03-01-041,750
393,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,LAMBUN FAIRA,17-03-01-042,662
394,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ULUMIDDIN PRI. SCH.,17-03-01-043,150
395,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,LAYIN DAN BORNO,17-03-01-044,373
396,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,MASAMAWA GINDIN TRANSFORMER  II.,17-03-01-045,717
397,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,MASAMAWA GINDIN BOLA  III,17-03-01-046,172
398,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GURUZAWA AJAWA  II.,17-03-01-047,750
399,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,SPS WAJE/KARGO  II,17-03-01-048,93
400,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,TSANGAYAR DAMAU G/FAMFO,17-03-01-049,568
401,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,GIDAN NAMA/ MASALLACI,17-03-01-050,140
402,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ZANGON QTRS/ BENIN S. DANYARO,17-03-01-051,750
403,JIGAWA,BIRNIN KUDU,BIRNIN KUDU,ZANGO PRI. SCH.,17-03-01-052,142
404,JIGAWA,BIRNIN KUDU,KANGIRE,KANGIRE YAMMA/AREWA/KANGIRE P.S,17-03-02-001,795
405,JIGAWA,BIRNIN KUDU,KANGIRE,GWALA/GWALA,17-03-02-002,254
406,JIGAWA,BIRNIN KUDU,KANGIRE,KANGIRE GABAS/KANGIRE FILI,17-03-02-003,688
407,JIGAWA,BIRNIN KUDU,KANGIRE,RIGAR FADAMA/RIGAR FADAMA,17-03-02-004,575
408,JIGAWA,BIRNIN KUDU,KANGIRE,UNGUWAR LEMO / UNGUWAR LEMO,17-03-02-005,316
409,JIGAWA,BIRNIN KUDU,KANGIRE,JANRUWA/JANRUWA,17-03-02-006,267
410,JIGAWA,BIRNIN KUDU,KANGIRE,GIDAN BELLO/GIDAN BELLO,17-03-02-007,209
411,JIGAWA,BIRNIN KUDU,KANGIRE,UNGUWAR MAKADDAS /JUWANTUDU,17-03-02-008,797
412,JIGAWA,BIRNIN KUDU,KANGIRE,UNGUWAR MAKADDAS /JUWAN KWARI,17-03-02-009,561
413,JIGAWA,BIRNIN KUDU,KANGIRE,SHAWU GABAS/YAMMA/SHAWU P.SCH.,17-03-02-010,652
414,JIGAWA,BIRNIN KUDU,KANGIRE,DUMUS TSANGAYA/DUMUS TSANGAYA,17-03-02-011,529
415,JIGAWA,BIRNIN KUDU,KANGIRE,DUMUS GABAS/YAMMA/DUMUS GABAS,17-03-02-012,688
416,JIGAWA,BIRNIN KUDU,KANGIRE,DUMAS GABAS/ DUMUS P.SCH.,17-03-02-013,689
417,JIGAWA,BIRNIN KUDU,KANGIRE,YALWA GABAS/YAMMA/YALWA YAMMA,17-03-02-014,329
418,JIGAWA,BIRNIN KUDU,KANGIRE,WAZA GABAS/YAMMA/WAZA YAMMA,17-03-02-015,1071
419,JIGAWA,BIRNIN KUDU,KANGIRE,HALIMBE GIDAN BELLO/HALIMBE GIDAN BELLO,17-03-02-016,437
420,JIGAWA,BIRNIN KUDU,KANGIRE,DUHUWA RAJU/DUHUWA RAJU,17-03-02-017,197
421,JIGAWA,BIRNIN KUDU,KANGIRE,KURIMA/KOFAR AMBO,17-03-02-018,750
422,JIGAWA,BIRNIN KUDU,KANGIRE,TSANGAYAR M. HALLIRU/GIDAN M. HALLIRU,17-03-02-019,728
423,JIGAWA,BIRNIN KUDU,KANGIRE,UNGUWAR BUSA/GIDAN HARUNA TIGA,17-03-02-020,842
424,JIGAWA,BIRNIN KUDU,KANGIRE,KUKAR DAN SARKI/KUKAR DAN SARKI,17-03-02-021,750
425,JIGAWA,BIRNIN KUDU,KANGIRE,BABBAN TITI/GIDAN DAN GARI,17-03-02-022,851
426,JIGAWA,BIRNIN KUDU,KANGIRE,DANGAJE/DANGAJE,17-03-02-023,773
427,JIGAWA,BIRNIN KUDU,KANGIRE,ZADAU/ZADAU,17-03-02-024,691
428,JIGAWA,BIRNIN KUDU,KANGIRE,KUKAR JAFARU,17-03-02-025,772
429,JIGAWA,BIRNIN KUDU,KANGIRE,KANGIRE PRI. SCH.  II.,17-03-02-026,750
430,JIGAWA,BIRNIN KUDU,KANGIRE,JUWAN TUDU PRI. SCH.  II,17-03-02-027,79
431,JIGAWA,BIRNIN KUDU,KANGIRE,FIRYA,17-03-02-028,629
432,JIGAWA,BIRNIN KUDU,KANGIRE,KAN-KAROFI,17-03-02-029,53
433,JIGAWA,BIRNIN KUDU,KANGIRE,U.B.E SCH.,17-03-02-030,529
434,JIGAWA,BIRNIN KUDU,KANGIRE,GINDIN TRANSFORMER DANGARI,17-03-02-031,97
435,JIGAWA,BIRNIN KUDU,KANGIRE,MAKWALLA,17-03-02-032,750
436,JIGAWA,BIRNIN KUDU,KANGIRE,MADAKANCHI POLE WIRE,17-03-02-033,124
437,JIGAWA,BIRNIN KUDU,KANTOGA,KANTOGA GARI  KANTOGA P.S,17-03-03-001,953
438,JIGAWA,BIRNIN KUDU,KANTOGA,KANTOGA  GORAWA KANTOGA P.SCH.,17-03-03-002,516
439,JIGAWA,BIRNIN KUDU,KANTOGA,UNG. GALADIMA WUDILAWA  UNG. GALADIMA P.SCH.,17-03-03-003,285
440,JIGAWA,BIRNIN KUDU,KANTOGA,UNG. GALADIMA   UNG. GALADIMA P.SCH.,17-03-03-004,262
441,JIGAWA,BIRNIN KUDU,KANTOGA,UNG. MAMAN TSOHUWA UNG. MAMMAN,17-03-03-005,383
442,JIGAWA,BIRNIN KUDU,KANTOGA,BAJI/KANTOGA KUFAI UNG. BAJI,17-03-03-006,340
443,JIGAWA,BIRNIN KUDU,KANTOGA,KARFAWA UNG. BABUWA KARFAWA,17-03-03-007,283
444,JIGAWA,BIRNIN KUDU,KANTOGA,KADANI KADANI,17-03-03-008,302
445,JIGAWA,BIRNIN KUDU,KANTOGA,ZANGA GARI ZANGA P.S,17-03-03-009,615
446,JIGAWA,BIRNIN KUDU,KANTOGA,BAGGA MAUDU BAGGA MAUDU P.SCH.,17-03-03-010,252
447,JIGAWA,BIRNIN KUDU,KANTOGA,BIGIDAN KAWARI  BIGIDAN KAWARI,17-03-03-011,628
448,JIGAWA,BIRNIN KUDU,KANTOGA,BIGIDAN BIGIDAN P.SCH. I,17-03-03-012,629
449,JIGAWA,BIRNIN KUDU,KANTOGA,BIGIDAN BIGIDAN P.SCH. II,17-03-03-013,586
450,JIGAWA,BIRNIN KUDU,KANTOGA,TSARA DAGAJI DAGAJI,17-03-03-014,335
451,JIGAWA,BIRNIN KUDU,KANTOGA,KYANKA A KOTA KYANKA A KOTA,17-03-03-015,294
452,JIGAWA,BIRNIN KUDU,KANTOGA,UNG. GIDE FAI FAI,17-03-03-016,402
453,JIGAWA,BIRNIN KUDU,KANTOGA,KULUMI KULUMI,17-03-03-017,313
454,JIGAWA,BIRNIN KUDU,KANTOGA,KAROFI KAROFI,17-03-03-018,348
455,JIGAWA,BIRNIN KUDU,KANTOGA,WARWADE YAMMA WARWADE P.SCH.,17-03-03-019,840
456,JIGAWA,BIRNIN KUDU,KANTOGA,WARWADE GABAS WARWADE GABAS,17-03-03-020,650
457,JIGAWA,BIRNIN KUDU,KANTOGA,MUNGULO/GURUMA MUNGULO,17-03-03-021,395
458,JIGAWA,BIRNIN KUDU,KANTOGA,YALWAN KARGO SABUWA YALWAN KALGO,17-03-03-022,444
459,JIGAWA,BIRNIN KUDU,KANTOGA,KAFIN GANA GABAS KAFIN GANA GABAS,17-03-03-023,960
460,JIGAWA,BIRNIN KUDU,KANTOGA,KAFIN GANA YAMMA KAFIN GANA YAMMA,17-03-03-024,989
461,JIGAWA,BIRNIN KUDU,KANTOGA,GATARI / KWADAGE GATARI,17-03-03-025,672
462,JIGAWA,BIRNIN KUDU,KANTOGA,HALIMBE / HALIMBE,17-03-03-026,295
463,JIGAWA,BIRNIN KUDU,KANTOGA,RUDA / RUDA,17-03-03-027,336
464,JIGAWA,BIRNIN KUDU,KANTOGA,TSOHUWAR KANTOGA,17-03-03-028,250
465,JIGAWA,BIRNIN KUDU,KANTOGA,KANTOGA SENIOR SEC. SCH.  II,17-03-03-029,88
466,JIGAWA,BIRNIN KUDU,KANTOGA,WARWADE PRI. SCH.  II,17-03-03-030,47
467,JIGAWA,BIRNIN KUDU,KANTOGA,KAFIN GANA PRI. SCH. II,17-03-03-031,109
468,JIGAWA,BIRNIN KUDU,KANTOGA,KAFIN GANA JUNIOR SEC. SCH. II,17-03-03-032,60
469,JIGAWA,BIRNIN KUDU,KIYAKO,KIYAKO P.S,17-03-04-001,1140
470,JIGAWA,BIRNIN KUDU,KIYAKO,"KIYAKO BAKIN KASUWA, BAKIN KASUWA",17-03-04-002,905
471,JIGAWA,BIRNIN KUDU,KIYAKO,GIDAN DASHI/ JIGAWA JIGAWA,17-03-04-003,440
472,JIGAWA,BIRNIN KUDU,KIYAKO,SARKIN GABAS/GWARJI UNG. SARKIN BAKA,17-03-04-004,578
473,JIGAWA,BIRNIN KUDU,KIYAKO,BURUM KANAWA/WARDAWA BURUM KANAWA,17-03-04-005,474
474,JIGAWA,BIRNIN KUDU,KIYAKO,ZARENA P.S ZARAINA,17-03-04-006,724
475,JIGAWA,BIRNIN KUDU,KIYAKO,ZARENA  ZARENA P.SCH.,17-03-04-007,519
476,JIGAWA,BIRNIN KUDU,KIYAKO,"BARWA, BARWA",17-03-04-008,606
477,JIGAWA,BIRNIN KUDU,KIYAKO,BAMAINA FADA BAMAINA P.SCH.,17-03-04-009,883
478,JIGAWA,BIRNIN KUDU,KIYAKO,GAJALA BAMAINA P.SCH.,17-03-04-010,679
479,JIGAWA,BIRNIN KUDU,KIYAKO,BURURUWA/TOSORO,17-03-04-011,347
480,JIGAWA,BIRNIN KUDU,KIYAKO,BABALDU KUDU BABALDU PRY SCH,17-03-04-012,750
481,JIGAWA,BIRNIN KUDU,KIYAKO,BABALDU AREWA/ BABALDU AREWA,17-03-04-013,956
482,JIGAWA,BIRNIN KUDU,KIYAKO,GANGARA/MALAMAWA GANGARA P.SCH.,17-03-04-014,513
483,JIGAWA,BIRNIN KUDU,KIYAKO,GANGARA / GANGARA,17-03-04-015,622
484,JIGAWA,BIRNIN KUDU,KIYAKO,LUNKUDE / LUNKUDE,17-03-04-016,421
485,JIGAWA,BIRNIN KUDU,KIYAKO,TUBAKO / TUBAKO,17-03-04-017,636
486,JIGAWA,BIRNIN KUDU,KIYAKO,DUTSEN GUR/SABON GIDA,17-03-04-018,577
487,JIGAWA,BIRNIN KUDU,KIYAKO,KULUM / KULUMI,17-03-04-019,549
488,JIGAWA,BIRNIN KUDU,KIYAKO,KIYAKO JSS II,17-03-04-020,750
489,JIGAWA,BIRNIN KUDU,KIYAKO,KIYAKO  JSS  III,17-03-04-021,146
490,JIGAWA,BIRNIN KUDU,KIYAKO,KIYAKO BAKIN KASUWA  II,17-03-04-022,223
491,JIGAWA,BIRNIN KUDU,KIYAKO,BAMAINA PRI. SCH. II,17-03-04-023,264
492,JIGAWA,BIRNIN KUDU,KIYAKO,BAMAINA PRI. SCH. III,17-03-04-024,750
493,JIGAWA,BIRNIN KUDU,KIYAKO,BABALDU PRI. SCH. II,17-03-04-025,728
494,JIGAWA,BIRNIN KUDU,KIYAKO,BABALDU PRI. SCH. III,17-03-04-026,118
495,JIGAWA,BIRNIN KUDU,KIYAKO,BABALDU AREWA PRI. SCH. II,17-03-04-027,161
496,JIGAWA,BIRNIN KUDU,KWANGWARA,KWANGWARA TSAKIYA/ KWANGWARA P.S,17-03-05-001,999
497,JIGAWA,BIRNIN KUDU,KWANGWARA,KWANGWARA ZAZZAGAWA/ KWANGWARA P.S,17-03-05-002,719
498,JIGAWA,BIRNIN KUDU,KWANGWARA,BAKIN KUJA/BAKIN KUJA,17-03-05-003,705
499,JIGAWA,BIRNIN KUDU,KWANGWARA,MADAKIN SHIBA/MADAKIN SHIBA,17-03-05-004,329
500,JIGAWA,BIRNIN KUDU,KWANGWARA,HIRIN P.S/HIRIN P.S,17-03-05-005,485
501,JIGAWA,BIRNIN KUDU,KWANGWARA,HIRIN GARI/ HIRIN GARI,17-03-05-006,544
502,JIGAWA,BIRNIN KUDU,KWANGWARA,MAICHEDIYA/MAICHEDIYA,17-03-05-007,712
503,JIGAWA,BIRNIN KUDU,KWANGWARA,ANDAZAWA/ANDAZAWA,17-03-05-008,511
504,JIGAWA,BIRNIN KUDU,KWANGWARA,AREWAWA/AREWAWA,17-03-05-009,495
505,JIGAWA,BIRNIN KUDU,KWANGWARA,KADANGARE PRY SCH/ KADANGARE PRY SCH,17-03-05-010,573
506,JIGAWA,BIRNIN KUDU,KWANGWARA,KANDANGARE/TSANGAYA/KADAN GARE FADA,17-03-05-011,849
507,JIGAWA,BIRNIN KUDU,KWANGWARA,ZAZIKA GARI/TSANGAYA/ZAZIKA,17-03-05-012,414
508,JIGAWA,BIRNIN KUDU,KWANGWARA,ZAZIKA YAMMA FADA/ZAZIKA FADA,17-03-05-013,887
509,JIGAWA,BIRNIN KUDU,KWANGWARA,NAFADA/NAFADA,17-03-05-014,539
510,JIGAWA,BIRNIN KUDU,KWANGWARA,BARIKIN DAN GIWA/ BARIKIN DAN GIWA,17-03-05-015,558
511,JIGAWA,BIRNIN KUDU,KWANGWARA,KWANGWARA PRI. SCH.  II,17-03-05-016,54
512,JIGAWA,BIRNIN KUDU,KWANGWARA,KADANGARE GINDIN SOLAR  II,17-03-05-017,109
513,JIGAWA,BIRNIN KUDU,KWANGWARA,ZAZIKA PRI. SCH.  II,17-03-05-018,133
514,JIGAWA,BIRNIN KUDU,LAFIYA,LAFIYA P.SCH.,17-03-06-001,793
515,JIGAWA,BIRNIN KUDU,LAFIYA,JIKAINA / JIKAINA,17-03-06-002,814
516,JIGAWA,BIRNIN KUDU,LAFIYA,KUWO SABUWA/TSOHUWA KUWO SABUWA,17-03-06-003,994
517,JIGAWA,BIRNIN KUDU,LAFIYA,"KURA SABUWA, KURA SABUWA",17-03-06-004,594
518,JIGAWA,BIRNIN KUDU,LAFIYA,"KURA TSOHUWA, KURA TSOHUWA",17-03-06-005,219
519,JIGAWA,BIRNIN KUDU,LAFIYA,"KEWAYA, KEWAYA",17-03-06-006,470
520,JIGAWA,BIRNIN KUDU,LAFIYA,LADDUGA/LARAU/KWANKIYALLADDUGA,17-03-06-007,666
521,JIGAWA,BIRNIN KUDU,LAFIYA,MASAYA P.SCH./ MASAYA PRI. SCH.,17-03-06-008,644
522,JIGAWA,BIRNIN KUDU,LAFIYA,MASAYA KUDU/AREWA MASAYA KUDU,17-03-06-009,686
